Species ID;ITIS code;Catalogue of Life;Class;Order;Family;Species
a;a;a;a;a;a;a
B485;997850;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Linaria flavirostris
B486;997851;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Linaria cannabina
B487;562961;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Serinus pusillus
B488;562967;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Serinus serinus
B489;179558;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Serinus canaria
B490;729200;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Carduelis citrinella
B491;179180;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Pyrrhula pyrrhula
B492;997779;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Pyrrhula murina
B493;179170;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Coccothraustes coccothraustes
B494;729201;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Rhodopechys sanguineus
B495;729202;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Bucanetes githagineus
B496;997781;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Bucanetes mongolicus
B497;729203;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Rhodospiza obsoleta
B498;916930;v1.9 rev 2126ab0;Aves;Passeriformes;Passeridae;Passer italiae
B499;179628;v1.9 rev 2126ab0;Aves;Passeriformes;Passeridae;Passer domesticus
B500;561880;v1.9 rev 2126ab0;Aves;Passeriformes;Passeridae;Passer hispaniolensis
B501;561885;v1.9 rev 2126ab0;Aves;Passeriformes;Passeridae;Passer moabiticus
B502;179630;v1.9 rev 2126ab0;Aves;Passeriformes;Passeridae;Passer montanus
B503;916525;v1.9 rev 2126ab0;Aves;Passeriformes;Passeridae;Gymnoris xanthocollis
B504;561948;v1.9 rev 2126ab0;Aves;Passeriformes;Passeridae;Petronia petronia
B505;559082;v1.9 rev 2126ab0;Aves;Passeriformes;Passeridae;Carpospiza brachydactyla
B506;561220;v1.9 rev 2126ab0;Aves;Passeriformes;Passeridae;Montifringilla nivalis
B507;560134;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Galerida theklae
B508;177077;v1.9 rev 2126ab0;Aves;Columbiformes;Columbidae;Columba bollii
B509;177091;v1.9 rev 2126ab0;Aves;Columbiformes;Columbidae;Columba junoniae
B510;560121;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Fringilla teydea
B513;562830;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Saxicola dacotiae
B514;176488;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Vanellus gregarius
B515;176432;v1.9 rev 2126ab0;Aves;Gruiformes;Otididae;Chlamydotis undulata
B516;176765;v1.9 rev 2126ab0;Aves;Charadriiformes;Glareolidae;Cursorius cursor
M1;585100;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Acomys cilicicus
M2;585105;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Acomys minous
M3;585107;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Acomys nesiotes
M4;180703;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Cervidae;Alces alces
M5;609735;v1.9 rev 2126ab0;Mammalia;Rodentia;Dipodidae;Allactaga elater
M6;609736;v1.9 rev 2126ab0;Mammalia;Rodentia;Dipodidae;Allactaga euphratica
M7;609739;v1.9 rev 2126ab0;Mammalia;Rodentia;Dipodidae;Allactaga major
M8;609741;v1.9 rev 2126ab0;Mammalia;Rodentia;Dipodidae;Allactaga sibirica
M9;952076;v1.9 rev 2126ab0;Mammalia;Rodentia;Dipodidae;Allactaga williamsi
M10;632726;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Allocricetulus eversmanni
M11;622025;v1.9 rev 2126ab0;Mammalia;Carnivora;Canidae;Alopex lagopus
M12;585125;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Apodemus agrarius
M13;585126;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Apodemus alpicola
M14;970802;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Apodemus epimelas
M15;585132;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Apodemus flavicollis
M16;585135;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Apodemus hyrcanicus
M17;585137;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Apodemus mystacinus
M18;585139;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Apodemus ponticus
M19;585143;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Apodemus sylvaticus
M20;585145;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Apodemus uralensis
M21;970804;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Apodemus witherbyi
M22;970588;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Arvicola amphibius
M23;632818;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Arvicola sapidus
M24;970589;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Arvicola scherman
M25;633535;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Erinaceidae;Atelerix algirus
M26;631926;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Barbastella barbastellus
M27;631927;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Barbastella leucomelas
M28;183836;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Bovidae;Bison bonasus
M29;632755;v1.9 rev 2126ab0;Mammalia;Rodentia;Calomyscidae;Calomyscus urartensis
M30;183817;v1.9 rev 2126ab0;Mammalia;Carnivora;Canidae;Canis aureus
M31;180596;v1.9 rev 2126ab0;Mammalia;Carnivora;Canidae;Canis lupus
M32;898774;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Bovidae;Capra hircus aegagrus
M33;625136;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Bovidae;Capra caucasica
M34;898768;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Bovidae;Capra caucasica cylindricornis
M36;625139;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Bovidae;Capra ibex
M37;625141;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Bovidae;Capra pyrenaica
M38;625063;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Cervidae;Capreolus capreolus
M39;625064;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Cervidae;Capreolus pygargus
M40;573165;v1.9 rev 2126ab0;Mammalia;Rodentia;Castoridae;Castor fiber
M41;180695;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Cervidae;Cervus elaphus
M42;632822;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Chionomys gud
M43;632823;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Chionomys nivalis
M44;632824;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Chionomys roberti
M45;632732;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Cricetulus migratorius
M46;632734;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Cricetus cricetus
M47;709747;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura arispa
M48;633558;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura armenica
M49;633569;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura canariensis
M50;709750;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura caspica
M52;633616;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura leucodon
M53;709755;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura ichnusae
M54;633672;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura russula
M55;633674;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura serezkyensis
M56;633676;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura sicula
M57;633681;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura suaveolens
M58;633703;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura zimmermanni
M59;552472;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Cervidae;Dama dama
M60;633829;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Talpidae;Desmana moschata
M61;180326;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Dicrostonyx torquatus
M62;632830;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Dinaromys bogdanovi
M63;633704;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Diplomesodon pulchellum
M64;609755;v1.9 rev 2126ab0;Mammalia;Rodentia;Dipodidae;Dipus sagitta
M65;584966;v1.9 rev 2126ab0;Mammalia;Rodentia;Gliridae;Dryomys laniger
M66;584967;v1.9 rev 2126ab0;Mammalia;Rodentia;Gliridae;Dryomys nitedula
M67;584969;v1.9 rev 2126ab0;Mammalia;Rodentia;Gliridae;Eliomys melanurus
M68;584970;v1.9 rev 2126ab0;Mammalia;Rodentia;Gliridae;Eliomys quercinus
M69;632833;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Ellobius lutescens
M70;632834;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Ellobius talpinus
M71;948891;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Eptesicus gobiensis bobrinskoi
M72;631945;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Eptesicus bottae
M73;946126;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Eptesicus nilssonii
M74;631969;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Eptesicus serotinus
M75;633539;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Erinaceidae;Erinaceus concolor
M76;633540;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Erinaceidae;Erinaceus europaeus
M77;709723;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Erinaceidae;Erinaceus roumanicus
M78;183802;v1.9 rev 2126ab0;Mammalia;Carnivora;Felidae;Felis chaus
M79;183801;v1.9 rev 2126ab0;Mammalia;Carnivora;Felidae;Felis margarita
M80;180589;v1.9 rev 2126ab0;Mammalia;Carnivora;Felidae;Felis silvestris
M81;633830;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Talpidae;Galemys pyrenaicus
M82;625101;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Bovidae;Gazella subgutturosa
M83;621991;v1.9 rev 2126ab0;Mammalia;Carnivora;Viverridae;Genetta genetta
M84;970775;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Dipodillus dasyurus
M85;951305;v1.9 rev 2126ab0;Mammalia;Rodentia;Gliridae;Glis glis
M86;180551;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Gulo gulo
M87;633542;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Erinaceidae;Hemiechinus auritus
M88;621893;v1.9 rev 2126ab0;Mammalia;Carnivora;Herpestidae;Herpestes ichneumon
M89;621908;v1.9 rev 2126ab0;Mammalia;Carnivora;Hyaenidae;Hyaena hyaena
M90;947685;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Hypsugo savii
M91;584681;v1.9 rev 2126ab0;Mammalia;Rodentia;Hystricidae;Hystrix cristata
M92;584682;v1.9 rev 2126ab0;Mammalia;Rodentia;Hystricidae;Hystrix indica
M93;632849;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Lagurus lagurus
M94;632854;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Lemmus lemmus
M95;180320;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Lemmus sibiricus
M96;180117;v1.9 rev 2126ab0;Mammalia;Lagomorpha;Leporidae;Lepus capensis
M97;625339;v1.9 rev 2126ab0;Mammalia;Lagomorpha;Leporidae;Lepus castroviejoi
M98;625342;v1.9 rev 2126ab0;Mammalia;Lagomorpha;Leporidae;Lepus corsicanus
M99;552501;v1.9 rev 2126ab0;Mammalia;Lagomorpha;Leporidae;Lepus europaeus
M100;625345;v1.9 rev 2126ab0;Mammalia;Lagomorpha;Leporidae;Lepus granatensis
M101;180113;v1.9 rev 2126ab0;Mammalia;Lagomorpha;Leporidae;Lepus timidus
M102;625355;v1.9 rev 2126ab0;Mammalia;Lagomorpha;Leporidae;Lepus tolai
M103;621916;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Lutra lutra
M104;180584;v1.9 rev 2126ab0;Mammalia;Carnivora;Felidae;Lynx lynx
M105;621869;v1.9 rev 2126ab0;Mammalia;Carnivora;Felidae;Lynx pardinus
M107;632378;v1.9 rev 2126ab0;Mammalia;Rodentia;Sciuridae;Marmota baibacina
M108;632379;v1.9 rev 2126ab0;Mammalia;Rodentia;Sciuridae;Marmota bobak
M109;632383;v1.9 rev 2126ab0;Mammalia;Rodentia;Sciuridae;Marmota marmota
M110;621941;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Martes foina
M111;621943;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Martes martes
M112;621945;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Martes zibellina
M113;726279;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Meles leucurus
M114;621922;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Meles meles
M115;632978;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Meriones crassus
M116;632977;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Meriones dahli
M117;632980;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Meriones libycus
M118;632981;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Meriones meridianus
M119;632982;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Meriones persicus
M120;632986;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Meriones tamariscinus
M121;632987;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Meriones tristrami
M122;632989;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Meriones vinogradovi
M123;632735;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Mesocricetus auratus
M124;632736;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Mesocricetus brandti
M125;632737;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Mesocricetus newtoni
M126;632738;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Mesocricetus raddei
M127;585369;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Micromys minutus
M128;632855;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus agrestis
M129;970597;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus anatolicus
M130;632856;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus arvalis
M131;632857;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus bavaricus
M132;970598;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus brachycercus
M133;632858;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus cabrerae
M134;632859;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus daghestanicus
M135;970600;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus dogramacii
M136;632860;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus duodecimcostatus
M137;632862;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus felteni
M138;632864;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus gerbei
M139;180302;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus gregalis
M140;632866;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus guentheri
M141;970603;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus levis
M142;970604;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus liechtensteini
M143;632875;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus lusitanicus
M144;632876;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus majori
M145;632878;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus middendorffi
M146;632882;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus multiplex
M147;632883;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus daghestanicus nasarovi
M148;180298;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus oeconomus
M149;632888;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus savii
M150;970608;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus schidlovskii
M151;632892;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus socialis
M152;632893;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus subterraneus
M153;632894;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus tatricus
M154;632895;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus thomasi
M155;948651;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Miniopterus schreibersii fuliginosus
M156;946266;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Miniopterus schreibersii
M157;n/a;n/a;Mammalia;Rodentia;Muridae;Mus cypriacus
M158;585389;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Mus macedonicus
M159;180366;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Mus musculus
M160;585406;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Mus spicilegus
M161;585407;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Mus spretus
M162;584974;v1.9 rev 2126ab0;Mammalia;Rodentia;Gliridae;Muscardinus avellanarius
M163;180555;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Mustela erminea
M164;726280;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Mustela eversmanii
M165;621951;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Mustela lutreola
M166;180554;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Mustela nivalis
M167;621954;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Mustela putorius
M168;621955;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Mustela sibirica
M169;970613;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Myodes glareolus
M170;970617;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Myodes rufocanus
M171;970618;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Myodes rutilus
M172;584972;v1.9 rev 2126ab0;Mammalia;Rodentia;Gliridae;Myomimus roachi
M173;584973;v1.9 rev 2126ab0;Mammalia;Rodentia;Gliridae;Myomimus setzeri
M174;632898;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Myopus schisticolor
M175;946234;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Myotis alcathoe
M176;946244;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Myotis aurascens
M177;946238;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Myotis bechsteinii
M178;632003;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Myotis blythii
